danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.676,0.664,8,-4.435,1,0.343,0.0387,0.0,0.0475,0.838,161.867,audio_features,0WoAkdHmgPmEXfiBox1flk,spotify:track:0WoAkdHmgPmEXfiBox1flk,https://api.spotify.com/v1/tracks/0WoAkdHmgPmEXfiBox1flk,https://api.spotify.com/v1/audio-analysis/0WoAkdHmgPmEXfiBox1flk,214893,4
0.579,0.834,7,-5.668,1,0.0561,0.00313,4.25e-05,0.18,0.424,92.059,audio_features,3m4rKJVEYMJh6GpCRLJJYp,spotify:track:3m4rKJVEYMJh6GpCRLJJYp,https://api.spotify.com/v1/tracks/3m4rKJVEYMJh6GpCRLJJYp,https://api.spotify.com/v1/audio-analysis/3m4rKJVEYMJh6GpCRLJJYp,280840,4
0.535,0.943,10,-3.966,0,0.239,0.46,0.0,0.688,0.599,105.892,audio_features,0HMTdQSwTkw1Iq4HUL0hvJ,spotify:track:0HMTdQSwTkw1Iq4HUL0hvJ,https://api.spotify.com/v1/tracks/0HMTdQSwTkw1Iq4HUL0hvJ,https://api.spotify.com/v1/audio-analysis/0HMTdQSwTkw1Iq4HUL0hvJ,145580,4
0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,audio_features,7jLbTp3qZzah9kMIdW8e5M,spotify:track:7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/tracks/7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/audio-analysis/7jLbTp3qZzah9kMIdW8e5M,238053,4
0.413,0.851,9,-1.596,1,0.106,0.166,0.0,0.172,0.79,101.496,audio_features,5O6ThrNbLhj1XRRgFnvu4T,spotify:track:5O6ThrNbLhj1XRRgFnvu4T,https://api.spotify.com/v1/tracks/5O6ThrNbLhj1XRRgFnvu4T,https://api.spotify.com/v1/audio-analysis/5O6ThrNbLhj1XRRgFnvu4T,348709,4
0.512,0.835,1,-2.667,1,0.0679,0.00414,0.765,0.471,0.269,140.003,audio_features,2B0kIwuGDnCNC9RosMQqkG,spotify:track:2B0kIwuGDnCNC9RosMQqkG,https://api.spotify.com/v1/tracks/2B0kIwuGDnCNC9RosMQqkG,https://api.spotify.com/v1/audio-analysis/2B0kIwuGDnCNC9RosMQqkG,192009,4
0.621,0.535,0,-10.943,1,0.0277,0.301,0.677,0.902,0.553,93.953,audio_features,0GdyBevh5usBXoSziqBnzj,spotify:track:0GdyBevh5usBXoSziqBnzj,https://api.spotify.com/v1/tracks/0GdyBevh5usBXoSziqBnzj,https://api.spotify.com/v1/audio-analysis/0GdyBevh5usBXoSziqBnzj,356227,4
0.661,0.326,9,-14.022,1,0.043,0.601,0.0,0.0727,0.397,130.144,audio_features,6XFZvncwkVfNb3pVUq6gll,spotify:track:6XFZvncwkVfNb3pVUq6gll,https://api.spotify.com/v1/tracks/6XFZvncwkVfNb3pVUq6gll,https://api.spotify.com/v1/audio-analysis/6XFZvncwkVfNb3pVUq6gll,228307,4
0.591,0.863,4,-8.226,1,0.0321,0.0248,0.466,0.114,0.434,139.978,audio_features,0gCNIZWff5ymNGYMbwImMz,spotify:track:0gCNIZWff5ymNGYMbwImMz,https://api.spotify.com/v1/tracks/0gCNIZWff5ymNGYMbwImMz,https://api.spotify.com/v1/audio-analysis/0gCNIZWff5ymNGYMbwImMz,265880,4
0.683,0.995,11,-4.782,1,0.0394,0.0682,0.938,0.0519,0.193,122.004,audio_features,6OhY6laZEBXfn0oa78nhAX,spotify:track:6OhY6laZEBXfn0oa78nhAX,https://api.spotify.com/v1/tracks/6OhY6laZEBXfn0oa78nhAX,https://api.spotify.com/v1/audio-analysis/6OhY6laZEBXfn0oa78nhAX,208525,4
0.835,0.746,0,-7.652,1,0.239,0.331,0.0,0.108,0.726,74.981,audio_features,7IaBNvBUsdZ9eQaP0EZgrU,spotify:track:7IaBNvBUsdZ9eQaP0EZgrU,https://api.spotify.com/v1/tracks/7IaBNvBUsdZ9eQaP0EZgrU,https://api.spotify.com/v1/audio-analysis/7IaBNvBUsdZ9eQaP0EZgrU,156800,4
0.502,0.713,1,-9.001,0,0.0922,0.661,0.00171,0.321,0.781,145.305,audio_features,7lYZKiZmBzPGEshHIFFVbf,spotify:track:7lYZKiZmBzPGEshHIFFVbf,https://api.spotify.com/v1/tracks/7lYZKiZmBzPGEshHIFFVbf,https://api.spotify.com/v1/audio-analysis/7lYZKiZmBzPGEshHIFFVbf,85893,4
0.846,0.574,7,-7.853,1,0.131,0.215,0.0,0.0837,0.826,135.11,audio_features,0nwrCHhxawj5mSHvb6UkpA,spotify:track:0nwrCHhxawj5mSHvb6UkpA,https://api.spotify.com/v1/tracks/0nwrCHhxawj5mSHvb6UkpA,https://api.spotify.com/v1/audio-analysis/0nwrCHhxawj5mSHvb6UkpA,177841,4
0.848,0.479,6,-9.886,0,0.0738,0.212,0.747,0.0981,0.913,125.0,audio_features,7rSuqMaEloVncVc8RDdoDX,spotify:track:7rSuqMaEloVncVc8RDdoDX,https://api.spotify.com/v1/tracks/7rSuqMaEloVncVc8RDdoDX,https://api.spotify.com/v1/audio-analysis/7rSuqMaEloVncVc8RDdoDX,436616,4
0.763,0.564,11,-7.808,0,0.029,0.854,0.00319,0.11,0.736,109.992,audio_features,7hDEqKECXWU1syQCwJsFCb,spotify:track:7hDEqKECXWU1syQCwJsFCb,https://api.spotify.com/v1/tracks/7hDEqKECXWU1syQCwJsFCb,https://api.spotify.com/v1/audio-analysis/7hDEqKECXWU1syQCwJsFCb,246129,4
0.775,0.745,7,-5.048,1,0.0472,0.187,0.955,0.133,0.974,110.789,audio_features,4twrPigd0WUg9hbL0FmuAM,spotify:track:4twrPigd0WUg9hbL0FmuAM,https://api.spotify.com/v1/tracks/4twrPigd0WUg9hbL0FmuAM,https://api.spotify.com/v1/audio-analysis/4twrPigd0WUg9hbL0FmuAM,71351,4
0.763,0.416,1,-11.006,1,0.0674,0.00251,1.62e-06,0.195,0.219,138.025,audio_features,6gCzmH04ba3LhWB4TihXnn,spotify:track:6gCzmH04ba3LhWB4TihXnn,https://api.spotify.com/v1/tracks/6gCzmH04ba3LhWB4TihXnn,https://api.spotify.com/v1/audio-analysis/6gCzmH04ba3LhWB4TihXnn,176087,4
0.655,0.871,8,-9.37,1,0.0273,0.93,0.898,0.0849,0.786,120.003,audio_features,3S04lhLcIP2IAgv2ifq2UC,spotify:track:3S04lhLcIP2IAgv2ifq2UC,https://api.spotify.com/v1/tracks/3S04lhLcIP2IAgv2ifq2UC,https://api.spotify.com/v1/audio-analysis/3S04lhLcIP2IAgv2ifq2UC,135021,4
0.854,0.574,9,-7.149,0,0.0766,0.0419,0.0,0.361,0.618,83.058,audio_features,53digzlDS79znypcRuFXBo,spotify:track:53digzlDS79znypcRuFXBo,https://api.spotify.com/v1/tracks/53digzlDS79znypcRuFXBo,https://api.spotify.com/v1/audio-analysis/53digzlDS79znypcRuFXBo,147483,4
0.807,0.743,11,-7.639,1,0.062,0.115,0.0643,0.0573,0.946,119.963,audio_features,4OU4JK6MhbUYM2ApUOaUVq,spotify:track:4OU4JK6MhbUYM2ApUOaUVq,https://api.spotify.com/v1/tracks/4OU4JK6MhbUYM2ApUOaUVq,https://api.spotify.com/v1/audio-analysis/4OU4JK6MhbUYM2ApUOaUVq,104008,4
0.689,0.552,1,-9.894,0,0.0294,0.000399,0.653,0.388,0.872,114.037,audio_features,1LQisz6YTPRLDnRdW8mjen,spotify:track:1LQisz6YTPRLDnRdW8mjen,https://api.spotify.com/v1/tracks/1LQisz6YTPRLDnRdW8mjen,https://api.spotify.com/v1/audio-analysis/1LQisz6YTPRLDnRdW8mjen,153158,4
0.701,0.489,0,-8.101,0,0.0359,0.427,0.0,0.158,0.823,98.991,audio_features,18zgBer1sQczkH1y60LNQJ,spotify:track:18zgBer1sQczkH1y60LNQJ,https://api.spotify.com/v1/tracks/18zgBer1sQczkH1y60LNQJ,https://api.spotify.com/v1/audio-analysis/18zgBer1sQczkH1y60LNQJ,206360,4
0.714,0.756,7,-5.512,1,0.319,0.119,0.0,0.112,0.725,87.952,audio_features,29sQXh2B7CBjY2t1JMhGGT,spotify:track:29sQXh2B7CBjY2t1JMhGGT,https://api.spotify.com/v1/tracks/29sQXh2B7CBjY2t1JMhGGT,https://api.spotify.com/v1/audio-analysis/29sQXh2B7CBjY2t1JMhGGT,199091,4
0.5,0.958,10,-7.177,0,0.461,0.000515,0.23,0.0882,0.254,99.754,audio_features,6FSmXbz0EUv6tLM9d214p4,spotify:track:6FSmXbz0EUv6tLM9d214p4,https://api.spotify.com/v1/tracks/6FSmXbz0EUv6tLM9d214p4,https://api.spotify.com/v1/audio-analysis/6FSmXbz0EUv6tLM9d214p4,277764,4
0.847,0.579,1,-5.841,1,0.155,0.446,0.0,0.106,0.693,150.071,audio_features,3Q0QmleD5h2V8nCsfsdbHI,spotify:track:3Q0QmleD5h2V8nCsfsdbHI,https://api.spotify.com/v1/tracks/3Q0QmleD5h2V8nCsfsdbHI,https://api.spotify.com/v1/audio-analysis/3Q0QmleD5h2V8nCsfsdbHI,194000,4
0.369,0.624,11,-7.725,0,0.0473,0.48,0.494,0.243,0.0838,147.293,audio_features,4M8YuQqB6GIAz4N09nZn8t,spotify:track:4M8YuQqB6GIAz4N09nZn8t,https://api.spotify.com/v1/tracks/4M8YuQqB6GIAz4N09nZn8t,https://api.spotify.com/v1/audio-analysis/4M8YuQqB6GIAz4N09nZn8t,334024,4
0.737,0.971,6,-3.292,1,0.21,0.791,0.0,0.358,0.776,133.025,audio_features,0cLUVjdaZAdouPRhXMTC1h,spotify:track:0cLUVjdaZAdouPRhXMTC1h,https://api.spotify.com/v1/tracks/0cLUVjdaZAdouPRhXMTC1h,https://api.spotify.com/v1/audio-analysis/0cLUVjdaZAdouPRhXMTC1h,240329,4
0.368,0.925,10,-4.836,1,0.225,0.00131,9.66e-05,0.216,0.427,136.982,audio_features,5XJGXVAxjAbb3ZAlnnHAst,spotify:track:5XJGXVAxjAbb3ZAlnnHAst,https://api.spotify.com/v1/tracks/5XJGXVAxjAbb3ZAlnnHAst,https://api.spotify.com/v1/audio-analysis/5XJGXVAxjAbb3ZAlnnHAst,229760,4
0.783,0.823,2,-3.871,1,0.109,0.0397,0.0,0.241,0.601,102.08,audio_features,0tslBmJCsKB2GCTzrkvWTf,spotify:track:0tslBmJCsKB2GCTzrkvWTf,https://api.spotify.com/v1/tracks/0tslBmJCsKB2GCTzrkvWTf,https://api.spotify.com/v1/audio-analysis/0tslBmJCsKB2GCTzrkvWTf,170588,4
0.677,0.0938,2,-26.135,1,0.0681,0.934,0.955,0.106,0.224,148.524,audio_features,76kMEpzKLbO56G0f6BfDwM,spotify:track:76kMEpzKLbO56G0f6BfDwM,https://api.spotify.com/v1/tracks/76kMEpzKLbO56G0f6BfDwM,https://api.spotify.com/v1/audio-analysis/76kMEpzKLbO56G0f6BfDwM,113589,3
0.675,0.537,5,-9.401,1,0.0352,0.48,0.00112,0.12,0.534,98.003,audio_features,0MTdYgTZ25sLCO6kVnDoje,spotify:track:0MTdYgTZ25sLCO6kVnDoje,https://api.spotify.com/v1/tracks/0MTdYgTZ25sLCO6kVnDoje,https://api.spotify.com/v1/audio-analysis/0MTdYgTZ25sLCO6kVnDoje,215510,4
0.55,0.96,5,-5.627,0,0.0962,0.00263,0.000859,0.964,0.382,124.888,audio_features,10R0WbF7ekdbScY5XRvCYY,spotify:track:10R0WbF7ekdbScY5XRvCYY,https://api.spotify.com/v1/tracks/10R0WbF7ekdbScY5XRvCYY,https://api.spotify.com/v1/audio-analysis/10R0WbF7ekdbScY5XRvCYY,338933,4
0.946,0.284,9,-13.29,1,0.0758,0.0468,0.0,0.132,0.48,101.008,audio_features,3ZdYouySVrlIVQ02xYppj3,spotify:track:3ZdYouySVrlIVQ02xYppj3,https://api.spotify.com/v1/tracks/3ZdYouySVrlIVQ02xYppj3,https://api.spotify.com/v1/audio-analysis/3ZdYouySVrlIVQ02xYppj3,137822,4
0.203,0.181,9,-28.717,1,0.0432,0.889,0.85,0.0991,0.102,102.483,audio_features,4hN5TRMGnnTuE0NWW6otIE,spotify:track:4hN5TRMGnnTuE0NWW6otIE,https://api.spotify.com/v1/tracks/4hN5TRMGnnTuE0NWW6otIE,https://api.spotify.com/v1/audio-analysis/4hN5TRMGnnTuE0NWW6otIE,410347,3
0.617,0.422,7,-10.154,1,0.0338,0.0569,0.0,0.101,0.276,70.014,audio_features,31S2Q3un7Wh6kTW2NIUnqL,spotify:track:31S2Q3un7Wh6kTW2NIUnqL,https://api.spotify.com/v1/tracks/31S2Q3un7Wh6kTW2NIUnqL,https://api.spotify.com/v1/audio-analysis/31S2Q3un7Wh6kTW2NIUnqL,205714,4
0.327,0.887,2,-7.33,1,0.071,0.0117,0.0,0.0331,0.848,140.014,audio_features,4N5guglVJdjG8eZOQedJMW,spotify:track:4N5guglVJdjG8eZOQedJMW,https://api.spotify.com/v1/tracks/4N5guglVJdjG8eZOQedJMW,https://api.spotify.com/v1/audio-analysis/4N5guglVJdjG8eZOQedJMW,101227,4
0.323,0.784,3,-5.29,1,0.0549,0.0864,0.0,0.147,0.534,154.301,audio_features,0751ozQYIiLVQ9FRFhe55j,spotify:track:0751ozQYIiLVQ9FRFhe55j,https://api.spotify.com/v1/tracks/0751ozQYIiLVQ9FRFhe55j,https://api.spotify.com/v1/audio-analysis/0751ozQYIiLVQ9FRFhe55j,254653,4
0.688,0.642,2,-9.857,1,0.061,0.000235,0.88,0.0818,0.496,150.025,audio_features,6awbNBxR2JVjdx21gPig1U,spotify:track:6awbNBxR2JVjdx21gPig1U,https://api.spotify.com/v1/tracks/6awbNBxR2JVjdx21gPig1U,https://api.spotify.com/v1/audio-analysis/6awbNBxR2JVjdx21gPig1U,174398,4
0.846,0.574,7,-7.853,1,0.131,0.215,0.0,0.0837,0.826,135.11,audio_features,1tm85WMjFuetEHeip03uqy,spotify:track:1tm85WMjFuetEHeip03uqy,https://api.spotify.com/v1/tracks/1tm85WMjFuetEHeip03uqy,https://api.spotify.com/v1/audio-analysis/1tm85WMjFuetEHeip03uqy,177841,4
0.81,0.703,1,-7.14,0,0.295,0.0254,0.0,0.134,0.533,114.987,audio_features,2JVIsyJCZliq33d2hIvMgh,spotify:track:2JVIsyJCZliq33d2hIvMgh,https://api.spotify.com/v1/tracks/2JVIsyJCZliq33d2hIvMgh,https://api.spotify.com/v1/audio-analysis/2JVIsyJCZliq33d2hIvMgh,112588,4
0.537,0.293,3,-13.4,1,0.03,0.863,0.00926,0.0701,0.037,109.947,audio_features,7pYz067orVeEKarWOP09sY,spotify:track:7pYz067orVeEKarWOP09sY,https://api.spotify.com/v1/tracks/7pYz067orVeEKarWOP09sY,https://api.spotify.com/v1/audio-analysis/7pYz067orVeEKarWOP09sY,266182,4
0.43,0.175,0,-16.705,0,0.0422,0.763,0.00326,0.117,0.108,137.633,audio_features,6o0yio7KOTZBJgAvByjyG5,spotify:track:6o0yio7KOTZBJgAvByjyG5,https://api.spotify.com/v1/tracks/6o0yio7KOTZBJgAvByjyG5,https://api.spotify.com/v1/audio-analysis/6o0yio7KOTZBJgAvByjyG5,159009,3
0.804,0.711,11,-4.323,1,0.209,0.0987,0.0,0.264,0.701,95.808,audio_features,30DAzZ9pfknGTa5NdMQNrX,spotify:track:30DAzZ9pfknGTa5NdMQNrX,https://api.spotify.com/v1/tracks/30DAzZ9pfknGTa5NdMQNrX,https://api.spotify.com/v1/audio-analysis/30DAzZ9pfknGTa5NdMQNrX,213000,4
0.598,0.878,5,-8.362,0,0.162,0.000591,6.39e-06,0.338,0.845,119.91,audio_features,2NDoK87du1jK5yd6b63Hmz,spotify:track:2NDoK87du1jK5yd6b63Hmz,https://api.spotify.com/v1/tracks/2NDoK87du1jK5yd6b63Hmz,https://api.spotify.com/v1/audio-analysis/2NDoK87du1jK5yd6b63Hmz,259133,4
0.754,0.638,5,-7.951,0,0.303,0.118,0.0,0.204,0.437,90.137,audio_features,2OFvClbKLxtHeVMb3O1pOX,spotify:track:2OFvClbKLxtHeVMb3O1pOX,https://api.spotify.com/v1/tracks/2OFvClbKLxtHeVMb3O1pOX,https://api.spotify.com/v1/audio-analysis/2OFvClbKLxtHeVMb3O1pOX,237459,4
0.739,0.468,3,-8.597,1,0.0442,0.0238,0.879,0.522,0.351,121.013,audio_features,7EDPtTTKlfj0WZVDHcNSYD,spotify:track:7EDPtTTKlfj0WZVDHcNSYD,https://api.spotify.com/v1/tracks/7EDPtTTKlfj0WZVDHcNSYD,https://api.spotify.com/v1/audio-analysis/7EDPtTTKlfj0WZVDHcNSYD,479995,4
0.679,0.55,0,-14.734,1,0.0536,0.669,0.809,0.11,0.218,119.998,audio_features,5OgoALxAsdifEKhVeGt3yu,spotify:track:5OgoALxAsdifEKhVeGt3yu,https://api.spotify.com/v1/tracks/5OgoALxAsdifEKhVeGt3yu,https://api.spotify.com/v1/audio-analysis/5OgoALxAsdifEKhVeGt3yu,102000,4
0.661,0.493,7,-9.235,1,0.0339,0.304,0.0,0.0885,0.382,95.028,audio_features,5tM5X6nrHQjtV9LeUFKUjH,spotify:track:5tM5X6nrHQjtV9LeUFKUjH,https://api.spotify.com/v1/tracks/5tM5X6nrHQjtV9LeUFKUjH,https://api.spotify.com/v1/audio-analysis/5tM5X6nrHQjtV9LeUFKUjH,340000,4
0.4,0.849,1,-7.612,1,0.047,0.22,0.251,0.343,0.68,165.042,audio_features,6NOhNGQ2BAQOoDANtseX5C,spotify:track:6NOhNGQ2BAQOoDANtseX5C,https://api.spotify.com/v1/tracks/6NOhNGQ2BAQOoDANtseX5C,https://api.spotify.com/v1/audio-analysis/6NOhNGQ2BAQOoDANtseX5C,222000,4
0.623,0.863,5,-8.066,0,0.0901,0.00057,4.15e-05,0.33,0.867,119.923,audio_features,7836zv0i40bgabqDqVqBW3,spotify:track:7836zv0i40bgabqDqVqBW3,https://api.spotify.com/v1/tracks/7836zv0i40bgabqDqVqBW3,https://api.spotify.com/v1/audio-analysis/7836zv0i40bgabqDqVqBW3,259360,4
0.688,0.904,6,-3.726,0,0.257,0.0356,0.0,0.415,0.846,145.126,audio_features,0xY7a4jEFVizkl6xvI8xaH,spotify:track:0xY7a4jEFVizkl6xvI8xaH,https://api.spotify.com/v1/tracks/0xY7a4jEFVizkl6xvI8xaH,https://api.spotify.com/v1/audio-analysis/0xY7a4jEFVizkl6xvI8xaH,239827,4
0.8,0.545,1,-15.542,0,0.0537,0.857,0.928,0.0678,0.225,122.987,audio_features,196D2zkIvglPHYhLhhoivY,spotify:track:196D2zkIvglPHYhLhhoivY,https://api.spotify.com/v1/tracks/196D2zkIvglPHYhLhhoivY,https://api.spotify.com/v1/audio-analysis/196D2zkIvglPHYhLhhoivY,132280,4
0.569,0.723,9,-3.825,1,0.035,0.102,0.0,0.349,0.359,90.108,audio_features,3ZzOz7S8jtsZIn5r3VAkPn,spotify:track:3ZzOz7S8jtsZIn5r3VAkPn,https://api.spotify.com/v1/tracks/3ZzOz7S8jtsZIn5r3VAkPn,https://api.spotify.com/v1/audio-analysis/3ZzOz7S8jtsZIn5r3VAkPn,220013,4
0.866,0.239,5,-20.433,1,0.0763,0.264,0.7,0.101,0.475,125.081,audio_features,4rTBa6ljPOwQq9HPIiXg63,spotify:track:4rTBa6ljPOwQq9HPIiXg63,https://api.spotify.com/v1/tracks/4rTBa6ljPOwQq9HPIiXg63,https://api.spotify.com/v1/audio-analysis/4rTBa6ljPOwQq9HPIiXg63,215040,4
0.771,0.745,6,-6.566,0,0.134,0.00746,0.0,0.242,0.531,119.965,audio_features,3C1Y2ufbDRDQXFl1sIF6Eu,spotify:track:3C1Y2ufbDRDQXFl1sIF6Eu,https://api.spotify.com/v1/tracks/3C1Y2ufbDRDQXFl1sIF6Eu,https://api.spotify.com/v1/audio-analysis/3C1Y2ufbDRDQXFl1sIF6Eu,154397,5
0.675,0.804,1,-7.255,0,0.0839,0.109,0.0,0.0878,0.747,150.055,audio_features,2IIaUHdihgq9UZTZIRmWuy,spotify:track:2IIaUHdihgq9UZTZIRmWuy,https://api.spotify.com/v1/tracks/2IIaUHdihgq9UZTZIRmWuy,https://api.spotify.com/v1/audio-analysis/2IIaUHdihgq9UZTZIRmWuy,249640,4
0.78,0.762,0,-6.981,0,0.0324,0.00957,0.0,0.0656,0.94,120.031,audio_features,7JlVmQxB13lLM2mqfDa5fu,spotify:track:7JlVmQxB13lLM2mqfDa5fu,https://api.spotify.com/v1/tracks/7JlVmQxB13lLM2mqfDa5fu,https://api.spotify.com/v1/audio-analysis/7JlVmQxB13lLM2mqfDa5fu,169031,4
0.427,0.65,0,-15.265,1,0.0302,0.000747,0.86,0.0903,0.362,132.011,audio_features,478ACo993LBxkU3Sv8Vsua,spotify:track:478ACo993LBxkU3Sv8Vsua,https://api.spotify.com/v1/tracks/478ACo993LBxkU3Sv8Vsua,https://api.spotify.com/v1/audio-analysis/478ACo993LBxkU3Sv8Vsua,195400,4
0.765,0.54,2,-8.19,1,0.13,0.00644,4.07e-05,0.0457,0.809,78.022,audio_features,0th0fyFczXLhfdKIEmyhEU,spotify:track:0th0fyFczXLhfdKIEmyhEU,https://api.spotify.com/v1/tracks/0th0fyFczXLhfdKIEmyhEU,https://api.spotify.com/v1/audio-analysis/0th0fyFczXLhfdKIEmyhEU,233846,4
0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,audio_features,1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF,https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF,171870,4
0.542,0.458,6,-10.885,0,0.386,0.493,0.0,0.0875,0.496,99.218,audio_features,70C5mlnBodNJqRYpQi7O9x,spotify:track:70C5mlnBodNJqRYpQi7O9x,https://api.spotify.com/v1/tracks/70C5mlnBodNJqRYpQi7O9x,https://api.spotify.com/v1/audio-analysis/70C5mlnBodNJqRYpQi7O9x,212695,4
0.653,0.548,10,-7.384,0,0.0553,0.369,0.0,0.102,0.114,89.945,audio_features,5FTdV6CuA58OUFh4kOjQEk,spotify:track:5FTdV6CuA58OUFh4kOjQEk,https://api.spotify.com/v1/tracks/5FTdV6CuA58OUFh4kOjQEk,https://api.spotify.com/v1/audio-analysis/5FTdV6CuA58OUFh4kOjQEk,109333,4
0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,audio_features,6mz1fBdKATx6qP4oP1I65G,spotify:track:6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/tracks/6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/audio-analysis/6mz1fBdKATx6qP4oP1I65G,251733,4
0.558,0.89,0,-3.126,1,0.103,0.0641,0.11,0.23,0.626,150.999,audio_features,0HzQIsuZfE1xy5MDG2Pi8r,spotify:track:0HzQIsuZfE1xy5MDG2Pi8r,https://api.spotify.com/v1/tracks/0HzQIsuZfE1xy5MDG2Pi8r,https://api.spotify.com/v1/audio-analysis/0HzQIsuZfE1xy5MDG2Pi8r,168064,4
0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,180304,3
0.826,0.522,0,-10.341,1,0.25,0.18,8.42e-05,0.0877,0.691,132.995,audio_features,73v2KnGBqNkbq7PfQDxITP,spotify:track:73v2KnGBqNkbq7PfQDxITP,https://api.spotify.com/v1/tracks/73v2KnGBqNkbq7PfQDxITP,https://api.spotify.com/v1/audio-analysis/73v2KnGBqNkbq7PfQDxITP,189529,4
0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,audio_features,2EjXfH91m7f8HiJN1yQg97,spotify:track:2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,126267,4
0.571,0.457,8,-13.104,1,0.0308,0.83,0.891,0.0937,0.713,130.11,audio_features,1REW7x0cLKEkFre9W0GBEm,spotify:track:1REW7x0cLKEkFre9W0GBEm,https://api.spotify.com/v1/tracks/1REW7x0cLKEkFre9W0GBEm,https://api.spotify.com/v1/audio-analysis/1REW7x0cLKEkFre9W0GBEm,177120,4
0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,audio_features,0qRR9d89hIS0MHRkQ0ejxX,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/tracks/0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/audio-analysis/0qRR9d89hIS0MHRkQ0ejxX,142787,4
0.731,0.671,4,-5.616,1,0.0451,0.167,0.000478,0.309,0.433,125.024,audio_features,58kHxwGFc3bWT9bVZ4lb6A,spotify:track:58kHxwGFc3bWT9bVZ4lb6A,https://api.spotify.com/v1/tracks/58kHxwGFc3bWT9bVZ4lb6A,https://api.spotify.com/v1/audio-analysis/58kHxwGFc3bWT9bVZ4lb6A,168958,4
0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,1TE8AAk9koG0UJco6ZAUfx,spotify:track:1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/tracks/1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/audio-analysis/1TE8AAk9koG0UJco6ZAUfx,207541,3
0.653,0.549,10,-7.383,0,0.0545,0.372,0.0,0.102,0.113,89.95,audio_features,3LtQtMTElsBhQQl1Oe2WVv,spotify:track:3LtQtMTElsBhQQl1Oe2WVv,https://api.spotify.com/v1/tracks/3LtQtMTElsBhQQl1Oe2WVv,https://api.spotify.com/v1/audio-analysis/3LtQtMTElsBhQQl1Oe2WVv,109333,4
0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4
0.774,0.59,11,-11.033,1,0.288,0.139,0.0,0.0995,0.355,99.888,audio_features,2b5VxVsNoXJosLvDLnEQkq,spotify:track:2b5VxVsNoXJosLvDLnEQkq,https://api.spotify.com/v1/tracks/2b5VxVsNoXJosLvDLnEQkq,https://api.spotify.com/v1/audio-analysis/2b5VxVsNoXJosLvDLnEQkq,153731,4
0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
0.513,0.371,10,-9.888,1,0.0521,0.379,0.0,0.121,0.461,81.804,audio_features,589wbQoNO2boSl7vdZpSy1,spotify:track:589wbQoNO2boSl7vdZpSy1,https://api.spotify.com/v1/tracks/589wbQoNO2boSl7vdZpSy1,https://api.spotify.com/v1/audio-analysis/589wbQoNO2boSl7vdZpSy1,177241,4
