danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,audio_features,28clONjZmul6FjfO6tZQDE,spotify:track:28clONjZmul6FjfO6tZQDE,https://api.spotify.com/v1/tracks/28clONjZmul6FjfO6tZQDE,https://api.spotify.com/v1/audio-analysis/28clONjZmul6FjfO6tZQDE,316867,4
0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,audio_features,54bm2e3tk8cliUz3VSdCPZ,spotify:track:54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,515387,4
0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909,audio_features,51YZAJhOwIC5Gg3jMbAmhZ,spotify:track:51YZAJhOwIC5Gg3jMbAmhZ,https://api.spotify.com/v1/tracks/51YZAJhOwIC5Gg3jMbAmhZ,https://api.spotify.com/v1/audio-analysis/51YZAJhOwIC5Gg3jMbAmhZ,309973,4
0.624,0.876,7,-6.005,1,0.0342,0.000926,0.00164,0.0561,0.453,89.24,audio_features,5UaDi8KzCGJqFfVAOBfXhi,spotify:track:5UaDi8KzCGJqFfVAOBfXhi,https://api.spotify.com/v1/tracks/5UaDi8KzCGJqFfVAOBfXhi,https://api.spotify.com/v1/audio-analysis/5UaDi8KzCGJqFfVAOBfXhi,324600,4
0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,audio_features,5DrNFzZZZVfXaEZCaceKnp,spotify:track:5DrNFzZZZVfXaEZCaceKnp,https://api.spotify.com/v1/tracks/5DrNFzZZZVfXaEZCaceKnp,https://api.spotify.com/v1/audio-analysis/5DrNFzZZZVfXaEZCaceKnp,414720,4
0.491,0.951,1,-3.775,1,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,audio_features,1tTPC0hsnXq1IGpvWY54JC,spotify:track:1tTPC0hsnXq1IGpvWY54JC,https://api.spotify.com/v1/tracks/1tTPC0hsnXq1IGpvWY54JC,https://api.spotify.com/v1/audio-analysis/1tTPC0hsnXq1IGpvWY54JC,269733,4
0.539,0.834,9,-7.459,0,0.0364,0.000646,0.000516,0.119,0.339,131.383,audio_features,745sNpjWbAxo2MA2zSYbyD,spotify:track:745sNpjWbAxo2MA2zSYbyD,https://api.spotify.com/v1/tracks/745sNpjWbAxo2MA2zSYbyD,https://api.spotify.com/v1/audio-analysis/745sNpjWbAxo2MA2zSYbyD,404333,4
0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,audio_features,0dqGfCMAGyDgpUAgLNOjWd,spotify:track:0dqGfCMAGyDgpUAgLNOjWd,https://api.spotify.com/v1/tracks/0dqGfCMAGyDgpUAgLNOjWd,https://api.spotify.com/v1/audio-analysis/0dqGfCMAGyDgpUAgLNOjWd,417227,4
0.531,0.583,7,-9.47,1,0.0256,0.0184,0.00624,0.255,0.207,139.503,audio_features,7lwvxYumAEo10lzAplRGXM,spotify:track:7lwvxYumAEo10lzAplRGXM,https://api.spotify.com/v1/tracks/7lwvxYumAEo10lzAplRGXM,https://api.spotify.com/v1/audio-analysis/7lwvxYumAEo10lzAplRGXM,387160,4
0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,audio_features,3pYKJaLiixRcDFfcNhxZKK,spotify:track:3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/tracks/3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/audio-analysis/3pYKJaLiixRcDFfcNhxZKK,165960,4
0.678,0.852,1,-7.35,1,0.0832,0.00605,0.878,0.323,0.913,159.931,audio_features,1GoQ5EQ0ZNURRrJKdThflm,spotify:track:1GoQ5EQ0ZNURRrJKdThflm,https://api.spotify.com/v1/tracks/1GoQ5EQ0ZNURRrJKdThflm,https://api.spotify.com/v1/audio-analysis/1GoQ5EQ0ZNURRrJKdThflm,84750,4
0.631,0.988,8,-2.501,1,0.166,0.0108,0.0184,0.0798,0.408,99.943,audio_features,3PNuq4zUgDMTqdBuGeg50m,spotify:track:3PNuq4zUgDMTqdBuGeg50m,https://api.spotify.com/v1/tracks/3PNuq4zUgDMTqdBuGeg50m,https://api.spotify.com/v1/audio-analysis/3PNuq4zUgDMTqdBuGeg50m,208600,4
0.265,0.973,9,-6.129,1,0.173,5.15e-05,0.0942,0.205,0.27,148.506,audio_features,36DLF96pjKydN0MZtsahQz,spotify:track:36DLF96pjKydN0MZtsahQz,https://api.spotify.com/v1/tracks/36DLF96pjKydN0MZtsahQz,https://api.spotify.com/v1/audio-analysis/36DLF96pjKydN0MZtsahQz,396987,4
0.651,0.938,7,-7.15,1,0.0386,6.39e-06,0.713,0.0707,0.942,142.949,audio_features,4SRUqprqmYkhxh1W01OcAs,spotify:track:4SRUqprqmYkhxh1W01OcAs,https://api.spotify.com/v1/tracks/4SRUqprqmYkhxh1W01OcAs,https://api.spotify.com/v1/audio-analysis/4SRUqprqmYkhxh1W01OcAs,155600,4
0.534,0.929,1,-3.609,1,0.047,0.000206,5.58e-05,0.036,0.447,122.733,audio_features,51Vic2Yi71YKNtLbyJKgQt,spotify:track:51Vic2Yi71YKNtLbyJKgQt,https://api.spotify.com/v1/tracks/51Vic2Yi71YKNtLbyJKgQt,https://api.spotify.com/v1/audio-analysis/51Vic2Yi71YKNtLbyJKgQt,266240,4
0.651,0.533,9,-9.81,1,0.114,0.144,1.64e-05,0.0884,0.462,127.84,audio_features,7FcLgWXLFyAmDrKXIDNwcF,spotify:track:7FcLgWXLFyAmDrKXIDNwcF,https://api.spotify.com/v1/tracks/7FcLgWXLFyAmDrKXIDNwcF,https://api.spotify.com/v1/audio-analysis/7FcLgWXLFyAmDrKXIDNwcF,212933,4
0.6,0.649,1,-8.384,1,0.0591,7.86e-05,0.141,0.219,0.689,115.953,audio_features,5yhw9YeXOh3kYCn2NII9bW,spotify:track:5yhw9YeXOh3kYCn2NII9bW,https://api.spotify.com/v1/tracks/5yhw9YeXOh3kYCn2NII9bW,https://api.spotify.com/v1/audio-analysis/5yhw9YeXOh3kYCn2NII9bW,252547,4
0.777,0.479,1,-11.483,1,0.331,0.107,0.0,0.13,0.297,140.046,audio_features,1hMJVOLrU8Hpz1tiAofE74,spotify:track:1hMJVOLrU8Hpz1tiAofE74,https://api.spotify.com/v1/tracks/1hMJVOLrU8Hpz1tiAofE74,https://api.spotify.com/v1/audio-analysis/1hMJVOLrU8Hpz1tiAofE74,123429,4
0.762,0.984,11,-9.523,1,0.101,0.00818,0.969,0.0705,0.963,115.974,audio_features,6ZT36tXEKY2vvTCuNK4fi1,spotify:track:6ZT36tXEKY2vvTCuNK4fi1,https://api.spotify.com/v1/tracks/6ZT36tXEKY2vvTCuNK4fi1,https://api.spotify.com/v1/audio-analysis/6ZT36tXEKY2vvTCuNK4fi1,63168,4
0.387,0.966,7,-5.646,1,0.422,0.0163,0.0,0.127,0.399,89.674,audio_features,3O7Kkfm93epHtG6GaFtcr6,spotify:track:3O7Kkfm93epHtG6GaFtcr6,https://api.spotify.com/v1/tracks/3O7Kkfm93epHtG6GaFtcr6,https://api.spotify.com/v1/audio-analysis/3O7Kkfm93epHtG6GaFtcr6,173556,4
0.71,0.746,6,-4.707,1,0.0353,0.000561,0.294,0.114,0.862,125.016,audio_features,1HExJgzh18hPEaZIUmboXC,spotify:track:1HExJgzh18hPEaZIUmboXC,https://api.spotify.com/v1/tracks/1HExJgzh18hPEaZIUmboXC,https://api.spotify.com/v1/audio-analysis/1HExJgzh18hPEaZIUmboXC,218621,4
0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,audio_features,3vV3cr2TpPqFk07zxYUbla,spotify:track:3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/tracks/3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/audio-analysis/3vV3cr2TpPqFk07zxYUbla,290960,4
0.658,0.894,8,-4.683,0,0.149,0.0244,0.0,0.295,0.61,139.946,audio_features,73sNduJp6yc8OQc2L5BfbZ,spotify:track:73sNduJp6yc8OQc2L5BfbZ,https://api.spotify.com/v1/tracks/73sNduJp6yc8OQc2L5BfbZ,https://api.spotify.com/v1/audio-analysis/73sNduJp6yc8OQc2L5BfbZ,45634,4
0.511,0.972,10,-3.751,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,audio_features,3ZpWy5rBZv2aLQAldnmTsP,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/tracks/3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/audio-analysis/3ZpWy5rBZv2aLQAldnmTsP,304893,4
0.575,0.809,0,-9.671,1,0.0296,5.81e-06,0.726,0.122,0.705,140.048,audio_features,2kdBEJMHljy3Ro5oiV8ltF,spotify:track:2kdBEJMHljy3Ro5oiV8ltF,https://api.spotify.com/v1/tracks/2kdBEJMHljy3Ro5oiV8ltF,https://api.spotify.com/v1/audio-analysis/2kdBEJMHljy3Ro5oiV8ltF,330290,4
0.166,0.956,9,-5.307,1,0.145,8.08e-05,0.00515,0.118,0.238,176.217,audio_features,5gQ0LTbcX7gpQDg39gNLH8,spotify:track:5gQ0LTbcX7gpQDg39gNLH8,https://api.spotify.com/v1/tracks/5gQ0LTbcX7gpQDg39gNLH8,https://api.spotify.com/v1/audio-analysis/5gQ0LTbcX7gpQDg39gNLH8,311467,4
0.61,0.435,1,-8.049,1,0.0438,0.00879,0.0127,0.0699,0.0364,138.96,audio_features,7afPjxQevZSbFzo77zDO2G,spotify:track:7afPjxQevZSbFzo77zDO2G,https://api.spotify.com/v1/tracks/7afPjxQevZSbFzo77zDO2G,https://api.spotify.com/v1/audio-analysis/7afPjxQevZSbFzo77zDO2G,200288,4
0.655,0.882,4,-6.471,0,0.0491,0.0068,0.00297,0.259,0.678,108.019,audio_features,0u9ORuO4xOQY5SHxNcvCnV,spotify:track:0u9ORuO4xOQY5SHxNcvCnV,https://api.spotify.com/v1/tracks/0u9ORuO4xOQY5SHxNcvCnV,https://api.spotify.com/v1/audio-analysis/0u9ORuO4xOQY5SHxNcvCnV,240160,4
0.453,0.959,0,-6.462,1,0.0492,1.95e-06,0.712,0.0907,0.231,135.017,audio_features,0LMQ4WPGMmtENV8CV81QaT,spotify:track:0LMQ4WPGMmtENV8CV81QaT,https://api.spotify.com/v1/tracks/0LMQ4WPGMmtENV8CV81QaT,https://api.spotify.com/v1/audio-analysis/0LMQ4WPGMmtENV8CV81QaT,204683,4
0.531,0.967,5,-4.506,0,0.0863,1.47e-05,0.883,0.116,0.345,146.0,audio_features,1tKn8gj66mcRa5r1HgYhD6,spotify:track:1tKn8gj66mcRa5r1HgYhD6,https://api.spotify.com/v1/tracks/1tKn8gj66mcRa5r1HgYhD6,https://api.spotify.com/v1/audio-analysis/1tKn8gj66mcRa5r1HgYhD6,230133,4
0.666,0.377,7,-6.432,1,0.0607,0.343,2.28e-06,0.0978,0.306,107.759,audio_features,0H4fQFdmbkARxfqEUVAXPY,spotify:track:0H4fQFdmbkARxfqEUVAXPY,https://api.spotify.com/v1/tracks/0H4fQFdmbkARxfqEUVAXPY,https://api.spotify.com/v1/audio-analysis/0H4fQFdmbkARxfqEUVAXPY,193720,4
0.148,0.179,7,-17.012,0,0.0324,0.943,0.426,0.131,0.0463,77.583,audio_features,4iJIgbTpFmAi2sZqwJ5YfA,spotify:track:4iJIgbTpFmAi2sZqwJ5YfA,https://api.spotify.com/v1/tracks/4iJIgbTpFmAi2sZqwJ5YfA,https://api.spotify.com/v1/audio-analysis/4iJIgbTpFmAi2sZqwJ5YfA,457525,3
0.48,0.923,11,-8.793,0,0.0682,0.000211,0.531,0.106,0.44,96.535,audio_features,7wz8LNfmGZ3C0PwKW9LdDg,spotify:track:7wz8LNfmGZ3C0PwKW9LdDg,https://api.spotify.com/v1/tracks/7wz8LNfmGZ3C0PwKW9LdDg,https://api.spotify.com/v1/audio-analysis/7wz8LNfmGZ3C0PwKW9LdDg,312360,4
0.397,0.977,1,-5.484,1,0.119,7.7e-05,0.302,0.58,0.346,153.252,audio_features,7gr3tqGyHROSDYqM7Nm7L9,spotify:track:7gr3tqGyHROSDYqM7Nm7L9,https://api.spotify.com/v1/tracks/7gr3tqGyHROSDYqM7Nm7L9,https://api.spotify.com/v1/audio-analysis/7gr3tqGyHROSDYqM7Nm7L9,253560,4
0.422,0.818,8,-3.941,1,0.0319,1.64e-05,0.0137,0.0931,0.228,149.045,audio_features,7HPhrbgMHV5cUskknWA2oo,spotify:track:7HPhrbgMHV5cUskknWA2oo,https://api.spotify.com/v1/tracks/7HPhrbgMHV5cUskknWA2oo,https://api.spotify.com/v1/audio-analysis/7HPhrbgMHV5cUskknWA2oo,366400,4
0.649,0.754,0,-6.313,1,0.0388,0.0151,0.0,0.345,0.478,140.861,audio_features,3nscUMvLOY9dKMVA86sVJo,spotify:track:3nscUMvLOY9dKMVA86sVJo,https://api.spotify.com/v1/tracks/3nscUMvLOY9dKMVA86sVJo,https://api.spotify.com/v1/audio-analysis/3nscUMvLOY9dKMVA86sVJo,146383,4
0.573,0.908,1,-2.952,0,0.0523,0.0401,6.02e-06,0.168,0.422,135.013,audio_features,0q8m59MpSbdLh8JQ5HqrrT,spotify:track:0q8m59MpSbdLh8JQ5HqrrT,https://api.spotify.com/v1/tracks/0q8m59MpSbdLh8JQ5HqrrT,https://api.spotify.com/v1/audio-analysis/0q8m59MpSbdLh8JQ5HqrrT,351354,4
0.0791,0.0535,2,-23.154,1,0.0396,0.871,0.924,0.108,0.0365,80.817,audio_features,6zGmawMNQ2Qb8SQ45Ndohd,spotify:track:6zGmawMNQ2Qb8SQ45Ndohd,https://api.spotify.com/v1/tracks/6zGmawMNQ2Qb8SQ45Ndohd,https://api.spotify.com/v1/audio-analysis/6zGmawMNQ2Qb8SQ45Ndohd,608866,4
0.489,0.991,6,-1.79,1,0.0634,3.31e-05,0.0,0.183,0.311,110.031,audio_features,7oMA3qs18aC69Cr4k6EAyn,spotify:track:7oMA3qs18aC69Cr4k6EAyn,https://api.spotify.com/v1/tracks/7oMA3qs18aC69Cr4k6EAyn,https://api.spotify.com/v1/audio-analysis/7oMA3qs18aC69Cr4k6EAyn,296000,4
0.647,0.974,11,-3.631,1,0.225,0.00587,0.0,0.0888,0.378,160.156,audio_features,52xWHINo4ZW3hIXD7NgPHn,spotify:track:52xWHINo4ZW3hIXD7NgPHn,https://api.spotify.com/v1/tracks/52xWHINo4ZW3hIXD7NgPHn,https://api.spotify.com/v1/audio-analysis/52xWHINo4ZW3hIXD7NgPHn,150636,4
0.578,0.854,6,-6.558,0,0.0296,0.0265,0.00141,0.146,0.424,101.181,audio_features,0VFfZVCFNe1I2IIChVBR5m,spotify:track:0VFfZVCFNe1I2IIChVBR5m,https://api.spotify.com/v1/tracks/0VFfZVCFNe1I2IIChVBR5m,https://api.spotify.com/v1/audio-analysis/0VFfZVCFNe1I2IIChVBR5m,238293,4
0.841,0.648,1,-9.524,1,0.168,0.226,0.0,0.112,0.353,94.867,audio_features,3tfwzPIkbigsJPKCVpO9rB,spotify:track:3tfwzPIkbigsJPKCVpO9rB,https://api.spotify.com/v1/tracks/3tfwzPIkbigsJPKCVpO9rB,https://api.spotify.com/v1/audio-analysis/3tfwzPIkbigsJPKCVpO9rB,220908,3
0.31,0.977,6,-5.478,0,0.164,0.000219,0.273,0.0785,0.179,100.626,audio_features,4q9QVIaLqjbcoqeCfM2zan,spotify:track:4q9QVIaLqjbcoqeCfM2zan,https://api.spotify.com/v1/tracks/4q9QVIaLqjbcoqeCfM2zan,https://api.spotify.com/v1/audio-analysis/4q9QVIaLqjbcoqeCfM2zan,395707,4
0.575,0.809,0,-9.671,1,0.0296,5.81e-06,0.726,0.122,0.705,140.048,audio_features,26qr326OUqY4YwwyU18K3U,spotify:track:26qr326OUqY4YwwyU18K3U,https://api.spotify.com/v1/tracks/26qr326OUqY4YwwyU18K3U,https://api.spotify.com/v1/audio-analysis/26qr326OUqY4YwwyU18K3U,330290,4
0.435,0.853,4,-7.341,0,0.124,5.31e-05,0.00746,0.13,0.475,129.218,audio_features,0M1pfDTZGWC7cBuEx3FwwT,spotify:track:0M1pfDTZGWC7cBuEx3FwwT,https://api.spotify.com/v1/tracks/0M1pfDTZGWC7cBuEx3FwwT,https://api.spotify.com/v1/audio-analysis/0M1pfDTZGWC7cBuEx3FwwT,402144,4
0.61,0.435,1,-8.049,1,0.0438,0.00879,0.0127,0.0699,0.0364,138.96,audio_features,2mWtGWwCmWprDstiXSZuEX,spotify:track:2mWtGWwCmWprDstiXSZuEX,https://api.spotify.com/v1/tracks/2mWtGWwCmWprDstiXSZuEX,https://api.spotify.com/v1/audio-analysis/2mWtGWwCmWprDstiXSZuEX,200288,4
0.807,0.752,11,-8.012,0,0.0563,0.044,0.857,0.0952,0.343,119.998,audio_features,6wTPFOm5KMpO84GXcBAWvU,spotify:track:6wTPFOm5KMpO84GXcBAWvU,https://api.spotify.com/v1/tracks/6wTPFOm5KMpO84GXcBAWvU,https://api.spotify.com/v1/audio-analysis/6wTPFOm5KMpO84GXcBAWvU,356102,4
0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4
0.41,0.0466,2,-30.001,1,0.0311,0.989,0.963,0.11,0.238,148.178,audio_features,2fcYfbgSqHDyYoSL2l0Osb,spotify:track:2fcYfbgSqHDyYoSL2l0Osb,https://api.spotify.com/v1/tracks/2fcYfbgSqHDyYoSL2l0Osb,https://api.spotify.com/v1/audio-analysis/2fcYfbgSqHDyYoSL2l0Osb,205973,4
0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560,4
0.441,0.047,9,-29.638,1,0.0299,0.989,0.952,0.111,0.204,75.074,audio_features,19R61PjvSy7OBegMWOu6rF,spotify:track:19R61PjvSy7OBegMWOu6rF,https://api.spotify.com/v1/tracks/19R61PjvSy7OBegMWOu6rF,https://api.spotify.com/v1/audio-analysis/19R61PjvSy7OBegMWOu6rF,203360,4
0.469,0.263,0,-10.63,1,0.0329,0.806,0.0,0.0749,0.112,129.86,audio_features,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/tracks/1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/audio-analysis/1MgV7FIyNxIG7WzMRJV5HC,255894,4
0.847,0.718,9,-7.608,0,0.049,0.00956,0.925,0.0947,0.966,134.96,audio_features,4w2VlfBbuY6XiMemCoDi7d,spotify:track:4w2VlfBbuY6XiMemCoDi7d,https://api.spotify.com/v1/tracks/4w2VlfBbuY6XiMemCoDi7d,https://api.spotify.com/v1/audio-analysis/4w2VlfBbuY6XiMemCoDi7d,91778,4
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,audio_features,4dyx5SzxPPaD8xQIid5Wjj,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,https://api.spotify.com/v1/tracks/4dyx5SzxPPaD8xQIid5Wjj,https://api.spotify.com/v1/audio-analysis/4dyx5SzxPPaD8xQIid5Wjj,276693,4
0.617,0.364,5,-8.999,1,0.0259,0.0352,0.858,0.14,0.2,137.229,audio_features,26rk3x8uh1Xtq5RCvBstMB,spotify:track:26rk3x8uh1Xtq5RCvBstMB,https://api.spotify.com/v1/tracks/26rk3x8uh1Xtq5RCvBstMB,https://api.spotify.com/v1/audio-analysis/26rk3x8uh1Xtq5RCvBstMB,191853,3
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634,4
0.783,0.927,10,-6.099,1,0.0388,0.000109,0.813,0.0656,0.813,119.999,audio_features,2ii0x6RTY0DrqlZXf0TccM,spotify:track:2ii0x6RTY0DrqlZXf0TccM,https://api.spotify.com/v1/tracks/2ii0x6RTY0DrqlZXf0TccM,https://api.spotify.com/v1/audio-analysis/2ii0x6RTY0DrqlZXf0TccM,164000,4
0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,audio_features,2NmsngXHeC1GQ9wWrzhOMf,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/tracks/2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/audio-analysis/2NmsngXHeC1GQ9wWrzhOMf,190898,4
0.744,0.737,7,-12.605,1,0.0372,0.0255,0.579,0.252,0.758,110.993,audio_features,6AxswBAdaGtL7okfOCRVg1,spotify:track:6AxswBAdaGtL7okfOCRVg1,https://api.spotify.com/v1/tracks/6AxswBAdaGtL7okfOCRVg1,https://api.spotify.com/v1/audio-analysis/6AxswBAdaGtL7okfOCRVg1,86517,4
0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.884,audio_features,0Jlcvv8IykzHaSmj49uNW8,spotify:track:0Jlcvv8IykzHaSmj49uNW8,https://api.spotify.com/v1/tracks/0Jlcvv8IykzHaSmj49uNW8,https://api.spotify.com/v1/audio-analysis/0Jlcvv8IykzHaSmj49uNW8,210252,4
0.382,0.268,10,-12.181,1,0.0295,0.53,0.537,0.0788,0.405,74.847,audio_features,0zFaU5c5n6avS53A9GMdHw,spotify:track:0zFaU5c5n6avS53A9GMdHw,https://api.spotify.com/v1/tracks/0zFaU5c5n6avS53A9GMdHw,https://api.spotify.com/v1/audio-analysis/0zFaU5c5n6avS53A9GMdHw,136046,3
0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,audio_features,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/tracks/6VsvKPJ4xjVNKpI8VVZ3SV,https://api.spotify.com/v1/audio-analysis/6VsvKPJ4xjVNKpI8VVZ3SV,252881,4
0.702,0.78,11,-6.292,0,0.384,0.463,0.0,0.798,0.783,130.031,audio_features,2O8XKUiesCe7ENRcpBE8jg,spotify:track:2O8XKUiesCe7ENRcpBE8jg,https://api.spotify.com/v1/tracks/2O8XKUiesCe7ENRcpBE8jg,https://api.spotify.com/v1/audio-analysis/2O8XKUiesCe7ENRcpBE8jg,172454,4
0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,audio_features,7kt9e9LFSpN1zQtYEl19o1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,https://api.spotify.com/v1/tracks/7kt9e9LFSpN1zQtYEl19o1,https://api.spotify.com/v1/audio-analysis/7kt9e9LFSpN1zQtYEl19o1,195097,4
0.611,0.114,2,-17.824,0,0.0442,0.958,0.109,0.267,0.709,129.931,audio_features,0aGlC7ndhKHJINaaT2QWSY,spotify:track:0aGlC7ndhKHJINaaT2QWSY,https://api.spotify.com/v1/tracks/0aGlC7ndhKHJINaaT2QWSY,https://api.spotify.com/v1/audio-analysis/0aGlC7ndhKHJINaaT2QWSY,31000,4
0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,audio_features,0ZNU020wNYvgW84iljPkPP,spotify:track:0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/tracks/0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/audio-analysis/0ZNU020wNYvgW84iljPkPP,208978,4
0.635,0.0965,1,-18.69,1,0.03,0.973,0.138,0.0944,0.0851,101.49,audio_features,1NKnPxWXjoPEITozVtxUSM,spotify:track:1NKnPxWXjoPEITozVtxUSM,https://api.spotify.com/v1/tracks/1NKnPxWXjoPEITozVtxUSM,https://api.spotify.com/v1/audio-analysis/1NKnPxWXjoPEITozVtxUSM,133893,4
0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,audio_features,5kI4eCXXzyuIUXjQra0Cxi,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/tracks/5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/audio-analysis/5kI4eCXXzyuIUXjQra0Cxi,294521,4
0.563,0.166,4,-16.437,1,0.065,0.959,0.868,0.0783,0.0904,84.545,audio_features,2qHNZcDPN8Wvcb3tOJTdPV,spotify:track:2qHNZcDPN8Wvcb3tOJTdPV,https://api.spotify.com/v1/tracks/2qHNZcDPN8Wvcb3tOJTdPV,https://api.spotify.com/v1/audio-analysis/2qHNZcDPN8Wvcb3tOJTdPV,101067,4
0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.922,audio_features,6KJqZcs9XDgVck7Lg9QOTC,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,https://api.spotify.com/v1/tracks/6KJqZcs9XDgVck7Lg9QOTC,https://api.spotify.com/v1/audio-analysis/6KJqZcs9XDgVck7Lg9QOTC,208907,4
0.841,0.709,2,-12.956,1,0.0865,0.157,0.157,0.311,0.904,138.033,audio_features,4WMYVQETLa426BCVCwXosJ,spotify:track:4WMYVQETLa426BCVCwXosJ,https://api.spotify.com/v1/tracks/4WMYVQETLa426BCVCwXosJ,https://api.spotify.com/v1/audio-analysis/4WMYVQETLa426BCVCwXosJ,130520,4
0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,audio_features,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/tracks/2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/audio-analysis/2Eeur20xVqfUoM3Q7EFPFt,230999,4
0.423,0.0942,2,-23.522,1,0.0501,0.881,0.743,0.234,0.166,98.1,audio_features,63nRWHOW6qj9D63AIBOOpS,spotify:track:63nRWHOW6qj9D63AIBOOpS,https://api.spotify.com/v1/tracks/63nRWHOW6qj9D63AIBOOpS,https://api.spotify.com/v1/audio-analysis/63nRWHOW6qj9D63AIBOOpS,266760,3
0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-05,0.11,0.16,75.938,audio_features,5S4aYQAJOwJMAamANWlICO,spotify:track:5S4aYQAJOwJMAamANWlICO,https://api.spotify.com/v1/tracks/5S4aYQAJOwJMAamANWlICO,https://api.spotify.com/v1/audio-analysis/5S4aYQAJOwJMAamANWlICO,285640,4
0.615,0.888,11,-8.262,1,0.0374,0.000371,0.0904,0.0696,0.0406,119.998,audio_features,2Kwzf7pXy39kpR883WyThi,spotify:track:2Kwzf7pXy39kpR883WyThi,https://api.spotify.com/v1/tracks/2Kwzf7pXy39kpR883WyThi,https://api.spotify.com/v1/audio-analysis/2Kwzf7pXy39kpR883WyThi,220421,4
